VERSION_INDEX,JAVA_CLASS,SIZE,IS_BUGGY
2,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/util/Main.java,55,False
2,src/contrib/fatjar/src/java/org/apache/zookeeper/util/FatJarMain.java,126,False
2,src/java/main/org/apache/jute/BinaryInputArchive.java,132,False
2,src/java/main/org/apache/jute/BinaryOutputArchive.java,149,False
2,src/java/main/org/apache/jute/CsvInputArchive.java,210,False
2,src/java/main/org/apache/jute/CsvOutputArchive.java,151,False
2,src/java/main/org/apache/jute/Index.java,39,False
2,src/java/main/org/apache/jute/InputArchive.java,45,False
2,src/java/main/org/apache/jute/OutputArchive.java,48,False
2,src/java/main/org/apache/jute/Record.java,33,False
2,src/java/main/org/apache/jute/RecordReader.java,98,False
2,src/java/main/org/apache/jute/RecordWriter.java,117,False
2,src/java/main/org/apache/jute/Utils.java,283,False
2,src/java/main/org/apache/jute/XmlInputArchive.java,251,False
2,src/java/main/org/apache/jute/XmlOutputArchive.java,252,False
2,src/java/main/org/apache/jute/compiler/CGenerator.java,88,False
2,src/java/main/org/apache/jute/compiler/CppGenerator.java,83,False
2,src/java/main/org/apache/jute/compiler/JBoolean.java,43,False
2,src/java/main/org/apache/jute/compiler/JBuffer.java,107,False
2,src/java/main/org/apache/jute/compiler/JByte.java,35,False
2,src/java/main/org/apache/jute/compiler/JCompType.java,55,False
2,src/java/main/org/apache/jute/compiler/JDouble.java,41,False
2,src/java/main/org/apache/jute/compiler/JField.java,99,False
2,src/java/main/org/apache/jute/compiler/JFile.java,75,False
2,src/java/main/org/apache/jute/compiler/JFloat.java,40,False
2,src/java/main/org/apache/jute/compiler/JInt.java,35,False
